Coleta	Estacao	Tratamento	Ponto	Ponto	Profundidade	TeorH2O	AT	DP	DS	Ma	Mi	PTotal	RP	P_res	pH	K	Ca	Mg	H_Al	Al	SB	CTC	V	Ca_CTC	Mg_CTC	M_Sat_Al	Est_C	T_Ar	RH	WBT	Ab_Abs
2	Outono	Mata	P1	P6	0.20-0.30	0.07	913.0	2.5	1.39	0.06	0.19	0.25		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0
2	Outono	Mata	P2	P7	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.1	43.2	17.5	0
2	Outono	Mata	P2	P7	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.6	54.1	19.3	1
2	Outono	Mata	P2	P7	0.00-0.10	0.03	917.0	2.5	1.31	0.02	0.15	0.17		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.7	64.0	19.5	2
2	Outono	Mata	P2	P7	0.10-0.20	0.03	819.0	2.4	1.44	0.03	0.14	0.17		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	1
2	Outono	Mata	P2	P7	0.20-0.30	0.03	919.0	2.3	1.51	0.05	0.19	0.24		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	1
2	Outono	Mata	P3	P8	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.3	46.1	17.3	0
2	Outono	Mata	P3	P8	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.7	60.0	18.8	3
2	Outono	Mata	P3	P8	0.00-0.10	0.04	957.0	2.5	1.18	0.07	0.20	0.27		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.5	70.8	20.0	6
2	Outono	Mata	P3	P8	0.10-0.20	0.04	956.0	2.5	1.39	0.05	0.21	0.26		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	1
2	Outono	Mata	P3	P8	0.20-0.30	0.04	936.0	2.4	1.43	0.03	0.23	0.26		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0
2	Outono	Mata	P4	P9	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.7	52.3	16.9	0
2	Outono	Mata	P4	P9	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.2	65.2	18.9	5
2	Outono	Mata	P4	P9	0.00-0.10	0.03	950.0	2.6	1.15	0.06	0.28	0.35		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.8	62.2	19.5	3
2	Outono	Mata	P4	P9	0.10-0.20	0.04	891.0	2.4	1.45	0.05	0.18	0.23		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	2
2	Outono	Mata	P4	P9	0.20-0.30	0.03	954.0	2.5	1.50	0.05	0.21	0.26		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	2
2	Outono	Mata	P5	P10	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.9	55.8	18.4	0
2	Outono	Mata	P5	P10	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.9	70.0	19.1	3
2	Outono	Mata	P5	P10	0.00-0.10	0.04	941.0	2.6	1.23	0.02	0.10	0.13		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.1	69.4	18.5	3
2	Outono	Mata	P5	P10	0.10-0.20	0.04	957.0	2.6	1.49	-0.03	0.19	0.16		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	6
2	Outono	Mata	P5	P10	0.20-0.30	0.03	949.0	2.4	1.47	0.03	0.18	0.21		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	2
3	Primavera	Mata	P1	P11	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.8	56.3	20.3	0
3	Primavera	Mata	P1	P11	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.6	59.6	21.0	8
3	Primavera	Mata	P1	P11	0.00-0.10	0.21	967.0	2.5	1.36	0.04	0.21	0.25		13	4.9	2.1	47	24	52	2	73.1	125.1	58	38	19	3	5.92	26.8	59.0	20.6	18
3	Primavera	Mata	P1	P11	0.10-0.20	0.15	919.0	2.5	1.49	0.03	0.19	0.22		5	4.5	1.3	9	8	52	4	18.3	70.3	26	13	11	18	2.32	0.0	0.0	0.0	1
3	Primavera	Mata	P1	P11	0.20-0.30	0.11	913.0	2.5	1.39	0.06	0.19	0.25		4	4.2	1.1	6	5	42	8	12.1	54.1	22	11	9	40	1.94	0.0	0.0	0.0	1
3	Primavera	Mata	P2	P12	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.5	53.7	20.5	0
3	Primavera	Mata	P2	P12	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.5	55.4	21.0	10
3	Primavera	Mata	P2	P12	0.00-0.10	0.07	917.0	2.5	1.31	0.02	0.15	0.17		8	4.7	1.8	25	14	34	4	40.8	74.8	55	33	19	9	3.15	27.5	59.2	21.5	25
3	Primavera	Mata	P2	P12	0.10-0.20	0.10	819.0	2.4	1.44	0.03	0.14	0.17		3	4.5	1.1	9	9	38	4	19.1	57.1	33	16	16	17	1.47	0.0	0.0	0.0	3
3	Primavera	Mata	P2	P12	0.20-0.30	0.11	919.0	2.3	1.51	0.05	0.19	0.24		3	4.4	0.8	5	7	38	6	12.8	50.8	25	10	14	32	1.28	0.0	0.0	0.0	0
3	Primavera	Mata	P3	P13	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.7	52.8	21.3	0
3	Primavera	Mata	P3	P13	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.5	57.8	22.0	1
3	Primavera	Mata	P3	P13	0.00-0.10	0.07	957.0	2.5	1.18	0.07	0.20	0.27		8	4.9	1.7	28	16	28	2	45.7	73.7	62	38	22	4	1.79	28.0	56.7	21.2	21
3	Primavera	Mata	P3	P13	0.10-0.20	0.13	956.0	2.5	1.39	0.05	0.21	0.26		4	4.7	1.1	12	9	31	2	22.1	53.1	42	23	17	8	1.71	0.0	0.0	0.0	1
3	Primavera	Mata	P3	P13	0.20-0.30	0.10	936.0	2.4	1.43	0.03	0.23	0.26		3	4.4	0.8	6	8	38	6	14.8	52.8	28	11	15	29	1.66	0.0	0.0	0.0	0
3	Primavera	Mata	P4	P14	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.7	42.9	22.0	0
3	Primavera	Mata	P4	P14	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.8	51.6	21.6	1
3	Primavera	Mata	P4	P14	0.00-0.10	0.18	950.0	2.6	1.15	0.06	0.28	0.35		8	4.8	1.2	26	15	38	2	42.2	80.2	53	32	19	5	2.78	30.0	56.4	22.1	18
3	Primavera	Mata	P4	P14	0.10-0.20	0.14	891.0	2.4	1.45	0.05	0.18	0.23		5	4.3	1.0	7	6	47	8	14.0	61.0	23	11	10	36	2.30	0.0	0.0	0.0	3
3	Primavera	Mata	P4	P14	0.20-0.30	0.12	954.0	2.5	1.50	0.05	0.21	0.26		3	4.3	1.0	4	5	42	8	10.0	52.0	19	8	10	44	1.57	0.0	0.0	0.0	1
3	Primavera	Mata	P5	P15	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.0	52.7	22.1	0
3	Primavera	Mata	P5	P15	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.2	58.1	22.7	6
3	Primavera	Mata	P5	P15	0.00-0.10	0.09	941.0	2.6	1.23	0.02	0.10	0.13		9	4.8	1.9	31	20	38	2	52.9	90.9	58	34	22	4	3.14	28.1	70.3	22.7	21
3	Primavera	Mata	P5	P15	0.10-0.20	0.12	957.0	2.6	1.49	-0.03	0.19	0.16		6	4.8	1.4	23	16	42	2	40.4	82.4	49	28	19	5	2.61	0.0	0.0	0.0	4
3	Primavera	Mata	P5	P15	0.20-0.30	0.11	949.0	2.4	1.47	0.03	0.18	0.21		4	4.5	1.2	12	10	42	5	23.2	65.2	36	18	15	18	0.00	0.0	0.0	0.0	0
4	Verao	Mata	P1	P16	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.1	51.5	51.4	0
4	Verao	Mata	P1	P16	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.7	60.5	60.5	10
4	Verao	Mata	P1	P16	0.00-0.10	0.07	967.0	2.5	1.36	0.04	0.21	0.25		7	4.2	1.2	25	14	52	6	40.2	92.2	44	27	15	13	2.21	29.2	57.6	58.3	10
4	Verao	Mata	P1	P16	0.10-0.20	0.08	919.0	2.5	1.49	0.03	0.19	0.22		5	4.2	1.4	9	6	42	8	16.4	58.4	28	15	10	33	1.74	0.0	0.0	0.0	24
4	Verao	Mata	P1	P16	0.20-0.30	0.08	913.0	2.5	1.39	0.06	0.19	0.25		3	4.1	1.1	3	5	42	10	9.1	51.1	18	6	10	52	1.21	0.0	0.0	0.0	2
4	Verao	Mata	P2	P17	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.3	55.4	56.4	0
4	Verao	Mata	P2	P17	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.4	62.6	68.6	0
4	Verao	Mata	P2	P17	0.00-0.10	0.12	917.0	2.5	1.31	0.02	0.15	0.17		8	4.4	1.2	18	8	42	4	27.2	69.2	39	26	12	13	2.75	26.7	71.6	73.2	9
4	Verao	Mata	P2	P17	0.10-0.20	0.11	819.0	2.4	1.44	0.03	0.14	0.17		2	4.5	0.8	10	11	31	3	21.8	52.8	41	19	21	12	1.43	0.0	0.0	0.0	4
4	Verao	Mata	P2	P17	0.20-0.30	0.11	919.0	2.3	1.51	0.05	0.19	0.24		2	4.3	1.1	5	7	31	6	13.1	44.1	30	11	16	31	1.08	0.0	0.0	0.0	3
4	Verao	Mata	P3	P18	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.7	65.6	70.0	0
4	Verao	Mata	P3	P18	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.8	75.8	71.1	0
4	Verao	Mata	P3	P18	0.00-0.10	0.10	957.0	2.5	1.18	0.07	0.20	0.27		1	4.6	1.3	5	4	25	2	10.3	35.3	29	14	11	16	0.76	26.1	73.0	74.4	2
4	Verao	Mata	P3	P18	0.10-0.20	0.16	956.0	2.5	1.39	0.05	0.21	0.26		1	4.8	0.9	5	4	20	2	9.9	29.9	33	17	13	17	0.93	0.0	0.0	0.0	1
4	Verao	Mata	P3	P18	0.20-0.30	0.12	936.0	2.4	1.43	0.03	0.23	0.26		1	4.4	0.8	4	3	25	3	7.8	32.8	24	12	9	28	0.81	0.0	0.0	0.0	0
4	Verao	Mata	P4	P19	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.9	58.3	58.1	0
4	Verao	Mata	P4	P19	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.8	60.3	76.6	3
4	Verao	Mata	P4	P19	0.00-0.10	0.11	950.0	2.6	1.15	0.06	0.28	0.35		9	4.4	1.5	18	10	42	4	29.5	71.5	41	25	14	12	2.10	26.3	62.5	65.5	6
4	Verao	Mata	P4	P19	0.10-0.20	0.08	891.0	2.4	1.45	0.05	0.18	0.23		5	4.0	1.1	5	4	42	12	10.1	52.1	19	10	8	54	1.26	0.0	0.0	0.0	2
4	Verao	Mata	P4	P19	0.20-0.30	0.08	954.0	2.5	1.50	0.05	0.21	0.26		3	3.9	1.0	3	2	42	14	6.0	48.0	12	6	4	70	1.16	0.0	0.0	0.0	3
4	Verao	Mata	P5	P20	1m_solo	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.3	51.5	52.9	0
4	Verao	Mata	P5	P20	COB	0.00	0.0	0.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.1	57.1	58.3	0
4	Verao	Mata	P5	P20	0.00-0.10	0.09	941.0	2.6	1.23	0.02	0.10	0.13		11	4.7	2.8	26	14	42	3	42.8	84.8	50	31	17	7	2.98	27.3	65.6	66.5	4
4	Verao	Mata	P5	P20	0.10-0.20	0.07	957.0	2.6	1.49	-0.03	0.19	0.16		6	4.1	1.9	6	5	52	13	12.9	64.9	20	9	8	50	1.46	0.0	0.0	0.0	8
4	Verao	Mata	P5	P20	0.20-0.30	0.22	949.0	2.4	1.47	0.03	0.18	0.21		3	4.1	1.4	4	4	38	12	9.4	47.4	20	8	8	56	1.00	0.0	0.0	0.0	3
